$ Get data for 648:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:19 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA648           Mount Crag
WA648       1206  16     27.00
WA648       1206  17     29.00
WA648       1206  18     37.00
WA648       1206  19     38.00
WA648       1206  20     35.00
WA648       1206  21     34.00
WA648       1206  22     30.00
WA648       1206  23     32.00
WA648       1206  24     35.00
WA648       1206  25     34.00
WA648       1206  26     33.00
WA648       1206  27     32.00
WA648       1206  28     31.00
WA648       1206  29     35.00
WA648       1206  30     36.00
WA648       1206  31     36.00
WA648       0107   1     39.00
WA648       0107   2     43.00
WA648       0107   3     36.00
WA648       0107   4     29.00
WA648       0107   5     34.00
WA648       0107   6     31.00
WA648       0107   7     38.00
WA648       0107   8     36.00
WA648       0107   9     38.00
WA648       0107  10     25.00
WA648       0107  11     19.00
WA648       0107  12     18.00
WA648       0107  13     25.00
WA648       0107  14     27.00
WA648       0107  15     36.00
WA648       0107  16     32.00
WA648       0107  17     30.00
WA648       0107  18     38.00
WA648       0107  19     39.00
WA648       0107  20     30.00
WA648       0107  21     40.00
WA648       0107  22     40.00
WA648       0107  23     44.00
WA648       0107  24     50.00
WA648       0107  25     38.00
WA648       0107  26     43.00
WA648       0107  27     44.00
WA648       0107  28     45.00
WA648       0107  29     44.00
WA648       0107  30     39.00
WA648       0107  31     39.00
WA648       0207   1     38.00
WA648       0207   2     45.00
WA648       0207   3     46.00
WA648       0207   4     48.00
WA648       0207   5     53.00
WA648       0207   6     47.00
WA648       0207   7     42.00
WA648       0207   8     40.00
WA648       0207   9     41.00
WA648       0207  10     41.00
WA648       0207  11     39.00
WA648       0207  12     37.00
WA648       0207  13     41.00
WA648       0207  14     39.00
WA648       0207  15     48.00
WA648       0207  16     41.00
WA648       0207  17     47.00
WA648       0207  18     34.00
WA648       0207  19     37.00
WA648       0207  20     35.00
WA648       0207  21     32.00
WA648       0207  22     34.00
WA648       0207  23     33.00
WA648       0207  24     33.00
WA648       0207  25     35.00
WA648       0207  26     33.00
WA648       0207  27     31.00
WA648       0207  28     28.00
WA648       0307   1     25.00
WA648       0307   2     37.00
WA648       0307   3     43.00
WA648       0307   4     50.00
WA648       0307   5     49.00
WA648       0307   6     52.00
WA648       0307   7     45.00
WA648       0307   8     35.00
WA648       0307   9     36.00
WA648       0307  10     39.00
WA648       0307  11     48.00
WA648       0307  12     44.00
WA648       0307  13     34.00
WA648       0307  14     31.00
WA648       0307  15     37.00
WA648       0307  16     54.00
WA648       0307  17     48.00
WA648       0307  18     50.00
WA648       0307  19     39.00
WA648       0307  20     35.00
WA648       0307  21     38.00
WA648       0307  22     40.00
WA648       0307  23     42.00
WA648       0307  24     43.00
WA648       0307  25     39.00
WA648       0307  26     45.00
WA648       0307  27     35.00
WA648       0307  28     38.00
WA648       0307  29     50.00
WA648       0307  30     47.00
WA648       0307  31     37.00
WA648       0407   1     32.00
WA648       0407   2     32.00
WA648       0407   3     41.00
WA648       0407   4     47.00
WA648       0407   5     54.00
WA648       0407   6     58.00
WA648       0407   7     47.00
WA648       0407   8     46.00
WA648       0407   9     42.00
WA648       0407  10     43.00
WA648       0407  11     47.00
WA648       0407  12     38.00
WA648       0407  13     40.00
WA648       0407  14     39.00
WA648       0407  15     38.00
WA648       0407  16     43.00
WA648       0407  17     36.00
WA648       0407  18     36.00
WA648       0407  19     40.00
WA648       0407  20     44.00
WA648       0407  21     36.00
WA648       0407  22     43.00
WA648       0407  23     44.00
WA648       0407  24     45.00
WA648       0407  25     44.00
WA648       0407  26     48.00
WA648       0407  27     47.00
WA648       0407  28     40.00
WA648       0407  29     40.00
WA648       0407  30     47.00
WA648       0507   1     42.00
WA648       0507   2     45.00
WA648       0507   3     40.00
WA648       0507   4     39.00
WA648       0507   5     38.00
WA648       0507   6     53.00
WA648       0507   7     60.00
WA648       0507   8     61.00
WA648       0507   9     48.00
WA648       0507  10     53.00
WA648       0507  11     53.00
WA648       0507  12     52.00
WA648       0507  13     39.00
WA648       0507  14     60.00
WA648       0507  15     66.00
WA648       0507  16     52.00
WA648       0507  17     44.00
WA648       0507  18     55.00
WA648       0507  19     51.00
WA648       0507  20     44.00
WA648       0507  21     44.00
WA648       0507  22     52.00
WA648       0507  23     54.00
WA648       0507  24     58.00
WA648       0507  25     59.00
WA648       0507  26     52.00
WA648       0507  27     44.00
WA648       0507  28     46.00
WA648       0507  29     66.00
WA648       0507  30     69.00
WA648       0507  31     67.00
WA648       0607   1     66.00
WA648       0607   2     69.00
WA648       0607   3     76.00
WA648       0607   4     60.00
WA648       0607   5     44.00
WA648       0607   6     42.00
WA648       0607   7     44.00
WA648       0607   8     47.00
WA648       0607   9     48.00
WA648       0607  10     53.00
WA648       0607  11     47.00
WA648       0607  12     52.00
WA648       0607  13     48.00
WA648       0607  14     44.00
WA648       0607  15     46.00
WA648       0607  16     47.00
WA648       0607  17     46.00
WA648       0607  18     44.00
WA648       0607  19     62.00
WA648       0607  20     65.00
WA648       0607  21     54.00
WA648       0607  22     53.00
WA648       0607  23     50.00
WA648       0607  24     52.00
WA648       0607  25     50.00
WA648       0607  26     67.00
WA648       0607  27     61.00
WA648       0607  28     55.00
WA648       0607  29     57.00
WA648       0607  30     51.00
WA648       0707   1     61.00
WA648       0707   2     65.00
WA648       0707   3     66.00
WA648       0707   4     71.00
WA648       0707   5     71.00
WA648       0707   6     65.00
WA648       0707   7     65.00
WA648       0707   8     63.00
WA648       0707   9     72.00
WA648       0707  10     81.00
WA648       0707  11     84.00
WA648       0707  12     78.00
WA648       0707  13     71.00
WA648       0707  14     72.00
WA648       0707  15     65.00
WA648       0707  16     63.00
WA648       0707  17     56.00
WA648       0707  18     54.00
WA648       0707  19     58.00
WA648       0707  20     50.00
WA648       0707  21     53.00
WA648       0707  22     58.00
WA648       0707  23     56.00
WA648       0707  24     56.00
WA648       0707  25     65.00
WA648       0707  26     67.00
WA648       0707  27     65.00
WA648       0707  28     61.00
WA648       0707  29     51.00
WA648       0707  30     54.00
WA648       0707  31     64.00
WA648       0807   1     71.00
WA648       0807   2     70.00
WA648       0807   3     52.00
WA648       0807   4     54.00
WA648       0807   5     67.00
WA648       0807   6     67.00
WA648       0807   7     55.00
WA648       0807   8     51.00
WA648       0807   9     47.00
WA648       0807  10     50.00
WA648       0807  11     57.00
WA648       0807  12     52.00
WA648       0807  13     60.00
WA648       0807  14     68.00
WA648       0807  15     74.00
WA648       0807  16     58.00
WA648       0807  17     58.00
WA648       0807  18     57.00
WA648       0807  19     49.00
WA648       0807  20     57.00
WA648       0807  21     55.00
WA648       0807  22     57.00
WA648       0807  23     60.00
WA648       0807  24     65.00
WA648       0807  25     53.00
WA648       0807  26     47.00
WA648       0807  27     50.00
WA648       0807  28     63.00
WA648       0807  29     75.00
WA648       0807  30     69.00
WA648       0807  31     54.00
WA648       0907   1     60.00
WA648       0907   2     62.00
WA648       0907   3     59.00
WA648       0907   4     55.00
WA648       0907   5     58.00
WA648       0907   6     51.00
WA648       0907   7     55.00
WA648       0907   8     61.00
WA648       0907   9     64.00
WA648       0907  10     72.00
WA648       0907  11     71.00
WA648       0907  12     67.00
WA648       0907  13     68.00
WA648       0907  14     62.00
WA648       0907  15     58.00
WA648       0907  16     48.00
WA648       0907  17     46.00
WA648       0907  18     44.00
WA648       0907  19     53.00
WA648       0907  20     53.00
WA648       0907  21     57.00
WA648       0907  22     44.00
WA648       0907  23     47.00
WA648       0907  24     53.00
WA648       0907  25     47.00
WA648       0907  26     57.00
WA648       0907  27     60.00
WA648       0907  28     43.00
WA648       0907  29     41.00
WA648       0907  30     42.00
WA648       1007   1     51.00
WA648       1007   2     48.00
WA648       1007   3     44.00
WA648       1007   4     40.00
WA648       1007   5     40.00
WA648       1007   6     45.00
WA648       1007   7     47.00
WA648       1007   8     45.00
WA648       1007   9     49.00
WA648       1007  10     47.00
WA648       1007  11     46.00
WA648       1007  12     47.00
WA648       1007  13     51.00
WA648       1007  14     53.00
WA648       1007  15     47.00
WA648       1007  16     38.00
WA648       1007  17     42.00
WA648       1007  18     43.00
WA648       1007  19     39.00
WA648       1007  20     39.00
WA648       1007  21     42.00
WA648       1007  22     56.00
WA648       1007  23     59.00
WA648       1007  24     51.00
WA648       1007  25     35.00
WA648       1007  26     43.00
WA648       1007  27     49.00
WA648       1007  28     52.00
WA648       1007  29     45.00
WA648       1007  30     38.00
WA648       1007  31     46.00
WA648       1107   1     36.00
WA648       1107   2     45.00
WA648       1107   3     51.00
WA648       1107   4     49.00
WA648       1107   5     45.00
WA648       1107   6     51.00
WA648       1107   7     48.00
WA648       1107   8     51.00
WA648       1107   9     43.00
WA648       1107  10     41.00
WA648       1107  11     36.00
WA648       1107  12     37.00
WA648       1107  13     34.00
WA648       1107  14     41.00
WA648       1107  15     42.00
WA648       1107  16     40.00
WA648       1107  17     39.00
WA648       1107  18     33.00
WA648       1107  19     35.00
WA648       1107  20     31.00
WA648       1107  21     32.00
WA648       1107  22     35.00
WA648       1107  23     45.00
WA648       1107  24     40.00
WA648       1107  25     34.00
WA648       1107  26     42.00
WA648       1107  27     32.00
WA648       1107  28     31.00
WA648       1107  29     31.00
WA648       1107  30     27.00
WA648       1207   1     25.00
WA648       1207   2     38.00
WA648       1207   3     45.00
WA648       1207   4     42.00
WA648       1207   5     35.00
WA648       1207   6     34.00
WA648       1207   7     31.00
WA648       1207   8     30.00
WA648       1207   9     29.00
WA648       1207  10     35.00
WA648       1207  11     42.00
WA648       1207  12     33.00
WA648       1207  13     35.00
WA648       1207  14     37.00
WA648       1207  15     34.00
WA648       1207  16     31.00
WA648       1207  17     30.00
WA648       1207  18     35.00
WA648       1207  19     32.00
WA648       1207  20     30.00
WA648       1207  21     30.00
WA648       1207  22     34.00
WA648       1207  23     37.00
WA648       1207  24     31.00
WA648       1207  25     27.00
WA648       1207  26     27.00
WA648       1207  27     31.00
WA648       1207  28     31.00
WA648       1207  29     29.00
WA648       1207  30     28.00
WA648       1207  31     27.00
WA648       0108   1     37.00
WA648       0108   2     34.00
WA648       0108   3     34.00
WA648       0108   4     34.00
WA648       0108   5     30.00
WA648       0108   6     29.00
WA648       0108   7     25.00
WA648       0108   8     34.00
WA648       0108   9     29.00
WA648       0108  10     35.00
WA648       0108  11     35.00
