$ Get data for 863:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:44:55 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA863           White Pass E.s.
WA863       1106  22     29.00
WA863       1106  23     27.00
WA863       1106  24     27.00
WA863       1106  25     18.00
WA863       1106  26     20.00
WA863       1106  27     18.00
WA863       1106  28     11.00
WA863       1106  29      4.00
WA863       1106  30     26.00
WA863       1206   1     17.00
WA863       1206   2     15.00
WA863       1206   3     17.00
WA863       1206   4     20.00
WA863       1206   5     30.00
WA863       1206   6     30.00
WA863       1206   7     27.00
WA863       1206   8     26.00
WA863       1206   9     25.00
WA863       1206  10     30.00
WA863       1206  11     33.00
WA863       1206  12     30.00
WA863       1206  13     31.00
WA863       1206  14     31.00
WA863       1206  15     20.00
WA863       1206  16     13.00
WA863       1206  17     12.00
WA863       1206  18     14.00
WA863       1206  19     22.00
WA863       1206  20     20.00
WA863       1206  21     24.00
WA863       1206  22     24.00
WA863       1206  23     23.00
WA863       1206  24     20.00
WA863       1206  25     29.00
WA863       1206  26     28.00
WA863       1206  27     22.00
WA863       1206  28     13.00
WA863       1206  29     17.00
WA863       1206  30     16.00
WA863       1206  31     19.00
WA863       0107   1     26.00
WA863       0107   2     34.00
WA863       0107   3     26.00
WA863       0107   4     22.00
WA863       0107   5     22.00
WA863       0107   6     25.00
WA863       0107   7     28.00
WA863       0107   8     26.00
WA863       0107   9     21.00
WA863       0107  10     15.00
WA863       0107  11      4.00
WA863       0107  12      0.00
WA863       0107  13      7.00
WA863       0107  14      6.00
WA863       0107  15      4.00
WA863       0107  16      8.00
WA863       0107  17     22.00
WA863       0107  18     24.00
WA863       0107  19     29.00
WA863       0107  20     21.00
WA863       0107  21     22.00
WA863       0107  22     32.00
WA863       0107  23     31.00
WA863       0107  24     28.00
WA863       0107  25     26.00
WA863       0107  26     23.00
WA863       0107  27     20.00
WA863       0107  28     19.00
WA863       0107  29     17.00
WA863       0107  30     23.00
WA863       0107  31     18.00
WA863       0207   1     15.00
WA863       0207   2     14.00
WA863       0207   3     30.00
WA863       0207   4     35.00
WA863       0207   5     36.00
WA863       0207   6     35.00
WA863       0207   7     32.00
WA863       0207   8     31.00
WA863       0207   9     31.00
WA863       0207  10     29.00
WA863       0207  11     31.00
WA863       0207  12     31.00
WA863       0207  13     28.00
WA863       0207  14     27.00
WA863       0207  15     34.00
WA863       0207  16     33.00
WA863       0207  17     31.00
WA863       0207  18     28.00
WA863       0207  19     29.00
WA863       0207  20     25.00
WA863       0207  21     21.00
WA863       0207  22     24.00
WA863       0207  23     22.00
WA863       0207  24     23.00
WA863       0207  25     25.00
WA863       0207  26     18.00
WA863       0207  27     16.00
WA863       0207  28     19.00
WA863       0307   1     15.00
WA863       0307   2     18.00
WA863       0307   3     30.00
WA863       0307   4     32.00
WA863       0307   5     33.00
WA863       0307   6     32.00
WA863       0307   7     31.00
WA863       0307   8     30.00
WA863       0307   9     28.00
WA863       0307  10     34.00
WA863       0307  11     40.00
WA863       0307  12     33.00
WA863       0307  13     27.00
WA863       0307  14     24.00
WA863       0307  15     21.00
WA863       0307  16     36.00
WA863       0307  17     36.00
WA863       0307  18     35.00
WA863       0307  19     33.00
WA863       0307  20     24.00
WA863       0307  21     21.00
WA863       0307  22     30.00
WA863       0307  23     33.00
WA863       0307  24     34.00
WA863       0307  25     25.00
WA863       0307  26     23.00
WA863       0307  27     28.00
WA863       0307  28     27.00
WA863       0307  29     27.00
WA863       0307  30     32.00
WA863       0307  31     29.00
WA863       0407   1     22.00
WA863       0407   2     20.00
WA863       0407   3     18.00
WA863       0407   4     31.00
WA863       0407   5     33.00
WA863       0407   6     34.00
WA863       0407   7     37.00
WA863       0407   8     35.00
WA863       0407   9     29.00
WA863       0407  10     26.00
WA863       0407  11     24.00
WA863       0407  12     24.00
WA863       0407  13     30.00
WA863       0407  14     31.00
WA863       0407  15     29.00
WA863       0407  16     29.00
WA863       0407  17     30.00
WA863       0407  18     28.00
WA863       0407  19     27.00
WA863       0407  20     25.00
WA863       0407  21     29.00
WA863       0407  22     35.00
WA863       0407  23     33.00
WA863       0407  24     36.00
WA863       0407  25     35.00
WA863       0407  26     35.00
WA863       0407  27     37.00
WA863       0407  28     36.00
WA863       0407  29     31.00
WA863       0407  30     29.00
WA863       0507   1     35.00
WA863       0507   2     31.00
WA863       0507   3     31.00
WA863       0507   4     31.00
WA863       0507   5     30.00
WA863       0507   6     33.00
WA863       0507   7     38.00
WA863       0507   8     37.00
WA863       0507   9     33.00
WA863       0507  10     35.00
WA863       0507  11     33.00
WA863       0507  12     36.00
WA863       0507  13     32.00
WA863       0507  14     32.00
WA863       0507  15     38.00
WA863       0507  16     36.00
WA863       0507  17     37.00
WA863       0507  18     34.00
WA863       0507  19     36.00
WA863       0507  20     33.00
WA863       0507  21     33.00
WA863       0507  22     35.00
WA863       0507  23     32.00
WA863       0507  24     35.00
WA863       0507  25     37.00
WA863       0507  26     40.00
WA863       0507  27     34.00
WA863       0507  28     33.00
WA863       0507  29     37.00
WA863       0507  30     39.00
WA863       0507  31     42.00
WA863       0607   1     42.00
WA863       0607   2     46.00
WA863       0607   3     45.00
WA863       0607   4     45.00
WA863       0607   5     37.00
WA863       0607   6     35.00
WA863       0607   7     37.00
WA863       0607   8     39.00
WA863       0607   9     39.00
WA863       0607  10     37.00
WA863       0607  11     35.00
WA863       0607  12     33.00
WA863       0607  13     41.00
WA863       0607  14     39.00
WA863       0607  15     40.00
WA863       0607  16     39.00
WA863       0607  17     39.00
WA863       0607  18     38.00
WA863       0607  19     39.00
WA863       0607  20     46.00
WA863       0607  21     46.00
WA863       0607  22     41.00
WA863       0607  23     39.00
WA863       0607  24     35.00
WA863       0607  25     35.00
WA863       0607  26     38.00
WA863       0607  27     47.00
WA863       0607  28     49.00
WA863       0607  29     41.00
WA863       0607  30     36.00
WA863       0707   1     44.00
WA863       0707   2     47.00
WA863       0707   3     47.00
WA863       0707   4     51.00
WA863       0707   5     55.00
WA863       0707   6     51.00
WA863       0707   7     47.00
WA863       0707   8     46.00
WA863       0707   9     44.00
WA863       0707  10     53.00
WA863       0707  11     56.00
WA863       0707  12     57.00
WA863       0707  13     56.00
WA863       0707  14     54.00
WA863       0707  15     50.00
WA863       0707  16     49.00
WA863       0707  17     53.00
WA863       0707  18     49.00
WA863       0707  19     47.00
WA863       0707  20     46.00
WA863       0707  21     49.00
WA863       0707  22     53.00
WA863       0707  23     52.00
WA863       0707  24     45.00
WA863       0707  25     42.00
WA863       0707  26     49.00
WA863       0707  27     50.00
WA863       0707  28     49.00
WA863       0707  29     48.00
WA863       0707  30     45.00
WA863       0707  31     43.00
WA863       0807   1     50.00
WA863       0807   2     54.00
WA863       0807   3     47.00
WA863       0807   4     44.00
WA863       0807   5     45.00
WA863       0807   6     49.00
WA863       0807   7     47.00
WA863       0807   8     45.00
WA863       0807   9     43.00
WA863       0807  10     43.00
WA863       0807  11     41.00
WA863       0807  12     45.00
WA863       0807  13     42.00
WA863       0807  14     48.00
WA863       0807  15     51.00
WA863       0807  16     48.00
WA863       0807  17     45.00
WA863       0807  18     44.00
WA863       0807  19     42.00
WA863       0807  20     45.00
WA863       0807  21     49.00
WA863       0807  22     47.00
WA863       0807  23     45.00
WA863       0807  24     47.00
WA863       0807  25     46.00
WA863       0807  26     44.00
WA863       0807  27     39.00
WA863       0807  28     42.00
WA863       0807  29     48.00
WA863       0807  30     54.00
WA863       0807  31     48.00
WA863       0907   1     40.00
WA863       0907   2     46.00
WA863       0907   3     46.00
WA863       0907   4     50.00
WA863       0907   5     46.00
WA863       0907   6     46.00
WA863       0907   7     41.00
WA863       0907   8     39.00
WA863       0907   9     42.00
WA863       0907  10     45.00
WA863       0907  11     47.00
WA863       0907  12     47.00
WA863       0907  13     46.00
WA863       0907  14     44.00
WA863       0907  15     46.00
WA863       0907  16     44.00
WA863       0907  17     38.00
WA863       0907  18     34.00
WA863       0907  19     34.00
WA863       0907  20     36.00
WA863       0907  21     34.00
WA863       0907  22     37.00
WA863       0907  23     34.00
WA863       0907  24     32.00
WA863       0907  25     36.00
WA863       0907  26     39.00
WA863       0907  27     43.00
WA863       0907  28     34.00
WA863       0907  29     33.00
WA863       0907  30     37.00
WA863       1007   1     36.00
WA863       1007   2     36.00
WA863       1007   3     34.00
WA863       1007   4     32.00
WA863       1007   5     31.00
WA863       1007   6     34.00
WA863       1007   7     36.00
WA863       1007   8     33.00
WA863       1007   9     38.00
WA863       1007  10     36.00
WA863       1007  11     33.00
WA863       1007  12     38.00
WA863       1007  13     34.00
WA863       1007  14     37.00
WA863       1007  15     40.00
WA863       1007  16     31.00
WA863       1007  17     30.00
WA863       1007  18     32.00
WA863       1007  19     32.00
WA863       1007  20     32.00
WA863       1007  21     34.00
WA863       1007  22     35.00
WA863       1007  23     40.00
WA863       1007  24     33.00
WA863       1007  25     28.00
WA863       1007  26     27.00
WA863       1007  27     28.00
WA863       1007  28     34.00
WA863       1007  29     32.00
WA863       1007  30     29.00
WA863       1007  31     30.00
WA863       1107   1     29.00
WA863       1107   2     28.00
WA863       1107   3     35.00
WA863       1107   4     35.00
WA863       1107   5     33.00
WA863       1107   6     33.00
WA863       1107   7     39.00
WA863       1107   8     37.00
WA863       1107   9     37.00
WA863       1107  10     28.00
WA863       1107  11     28.00
WA863       1107  12     30.00
WA863       1107  13     24.00
WA863       1107  14     24.00
WA863       1107  15     34.00
WA863       1107  16     37.00
WA863       1107  17     33.00
WA863       1107  18     29.00
WA863       1107  19     27.00
WA863       1107  20     21.00
WA863       1107  21     21.00
WA863       1107  22     16.00
WA863       1107  23     15.00
WA863       1107  24     15.00
WA863       1107  25     17.00
WA863       1107  26     17.00
WA863       1107  27     27.00
WA863       1107  28     24.00
WA863       1107  29     23.00
WA863       1107  30     18.00
WA863       1207   1     16.00
WA863       1207   2     19.00
WA863       1207   3     34.00
WA863       1207   4     36.00
WA863       1207   5     27.00
WA863       1207   6     27.00
WA863       1207   7     28.00
WA863       1207   8     20.00
WA863       1207   9     21.00
WA863       1207  10     18.00
WA863       1207  11     18.00
WA863       1207  12     27.00
WA863       1207  13     27.00
WA863       1207  14     24.00
